 0.00000000e+00 -6.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-10 -5.99990000e+00  1.00000000e-10 -4.00020012e-12 
 1.04728000e-05  4.47280000e+00  1.04728000e-05 -1.86065510e-07 
 1.04828000e-05  4.48280000e+00  1.04828000e-05 -1.86075529e-07 
 1.04928000e-05  4.49280000e+00  1.04928000e-05 -1.86085528e-07 
 1.05028000e-05  4.50280000e+00  1.05028000e-05 -1.86095527e-07 
 1.05128000e-05  4.51280000e+00  1.05128000e-05 -1.86105505e-07 
 1.05228000e-05  4.52280000e+00  1.05228000e-05 -1.86115484e-07 
 1.05328000e-05  4.53280000e+00  1.05328000e-05 -1.86125442e-07 
 1.05428000e-05  4.54280000e+00  1.05428000e-05 -1.86135400e-07 
 1.05528000e-05  4.55280000e+00  1.05528000e-05 -1.86145338e-07 
 1.05628000e-05  4.56280000e+00  1.05628000e-05 -1.86155276e-07 
 1.05728000e-05  4.57280000e+00  1.05728000e-05 -1.86165194e-07 
 1.05828000e-05  4.58280000e+00  1.05828000e-05 -1.86175111e-07 
 1.05928000e-05  4.59280000e+00  1.05928000e-05 -1.86185009e-07 
 1.06028000e-05  4.60280000e+00  1.06028000e-05 -1.86194906e-07 
 1.06128000e-05  4.61280000e+00  1.06128000e-05 -1.86204783e-07 
 1.06228000e-05  4.62280000e+00  1.06228000e-05 -1.86214660e-07 
 1.06328000e-05  4.63280000e+00  1.06328000e-05 -1.86224517e-07 
 1.06428000e-05  4.64280000e+00  1.06428000e-05 -1.86234374e-07 
 1.06528000e-05  4.65280000e+00  1.06528000e-05 -1.86244210e-07 
 1.06628000e-05  4.66280000e+00  1.06628000e-05 -1.86254047e-07 
 1.06728000e-05  4.67280000e+00  1.06728000e-05 -1.86263863e-07 
 1.06828000e-05  4.68280000e+00  1.06828000e-05 -1.86273679e-07 
 1.06928000e-05  4.69280000e+00  1.06928000e-05 -1.86283475e-07 
 1.07028000e-05  4.70280000e+00  1.07028000e-05 -1.86293271e-07 
 1.07128000e-05  4.71280000e+00  1.07128000e-05 -1.86303047e-07 
 1.07228000e-05  4.72280000e+00  1.07228000e-05 -1.86312823e-07 
 1.07328000e-05  4.73280000e+00  1.07328000e-05 -1.86322578e-07 
 1.07428000e-05  4.74280000e+00  1.07428000e-05 -1.86332333e-07 
 1.07528000e-05  4.75280000e+00  1.07528000e-05 -1.86342068e-07 
 1.07628000e-05  4.76280000e+00  1.07628000e-05 -1.86351804e-07 
 1.07728000e-05  4.77280000e+00  1.07728000e-05 -1.86361518e-07 
 1.07828000e-05  4.78280000e+00  1.07828000e-05 -1.86371233e-07 
 1.07928000e-05  4.79280000e+00  1.07928000e-05 -1.86380927e-07 
 1.08028000e-05  4.80280000e+00  1.08028000e-05 -1.86390622e-07 
 1.08128000e-05  4.81280000e+00  1.08128000e-05 -1.86400296e-07 
 1.08228000e-05  4.82280000e+00  1.08228000e-05 -1.86409970e-07 
 1.08328000e-05  4.83280000e+00  1.08328000e-05 -1.86419623e-07 
 1.08428000e-05  4.84280000e+00  1.08428000e-05 -1.86429277e-07 
 1.08528000e-05  4.85280000e+00  1.08528000e-05 -1.86438910e-07 
 1.08628000e-05  4.86280000e+00  1.08628000e-05 -1.86448544e-07 
 1.08728000e-05  4.87280000e+00  1.08728000e-05 -1.86458157e-07 
 1.08828000e-05  4.88280000e+00  1.08828000e-05 -1.86467769e-07 
 1.08928000e-05  4.89280000e+00  1.08928000e-05 -1.86477362e-07 
 1.09028000e-05  4.90280000e+00  1.09028000e-05 -1.86486954e-07 
 1.09128000e-05  4.91280000e+00  1.09128000e-05 -1.86496526e-07 
 1.09228000e-05  4.92280000e+00  1.09228000e-05 -1.86506098e-07 
 1.09328000e-05  4.93280000e+00  1.09328000e-05 -1.86515650e-07 
 1.09428000e-05  4.94280000e+00  1.09428000e-05 -1.86525202e-07 
 1.09528000e-05  4.95280000e+00  1.09528000e-05 -1.86534733e-07 
 1.09628000e-05  4.96280000e+00  1.09628000e-05 -1.86544264e-07 
 1.09728000e-05  4.97280000e+00  1.09728000e-05 -1.86553774e-07 
 1.09828000e-05  4.98280000e+00  1.09828000e-05 -1.86563285e-07 
 1.09928000e-05  4.99280000e+00  1.09928000e-05 -1.86572775e-07 
 1.10028000e-05  5.00280000e+00  1.10028000e-05 -1.86582265e-07 
 1.10128000e-05  5.01280000e+00  1.10128000e-05 -1.86591735e-07 
 1.10228000e-05  5.02280000e+00  1.10228000e-05 -1.86601204e-07 
 1.10328000e-05  5.03280000e+00  1.10328000e-05 -1.86610653e-07 
 1.10428000e-05  5.04280000e+00  1.10428000e-05 -1.86620102e-07 
 1.10528000e-05  5.05280000e+00  1.10528000e-05 -1.86629530e-07 
 1.10628000e-05  5.06280000e+00  1.10628000e-05 -1.86638959e-07 
 1.10728000e-05  5.07280000e+00  1.10728000e-05 -1.86648366e-07 
 1.10828000e-05  5.08280000e+00  1.10828000e-05 -1.86657774e-07 
 1.10928000e-05  5.09280000e+00  1.10928000e-05 -1.86667161e-07 
 1.11028000e-05  5.10280000e+00  1.11028000e-05 -1.86676548e-07 
 1.11128000e-05  5.11280000e+00  1.11128000e-05 -1.86685915e-07 
 1.11228000e-05  5.12280000e+00  1.11228000e-05 -1.86695281e-07 
 1.11328000e-05  5.13280000e+00  1.11328000e-05 -1.86704627e-07 
 1.11428000e-05  5.14280000e+00  1.11428000e-05 -1.86713972e-07 
 1.11528000e-05  5.15280000e+00  1.11528000e-05 -1.86723298e-07 
 1.11628000e-05  5.16280000e+00  1.11628000e-05 -1.86732622e-07 
 1.11728000e-05  5.17280000e+00  1.11728000e-05 -1.86741927e-07 
 1.11828000e-05  5.18280000e+00  1.11828000e-05 -1.86751231e-07 
 1.11928000e-05  5.19280000e+00  1.11928000e-05 -1.86760515e-07 
 1.12028000e-05  5.20280000e+00  1.12028000e-05 -1.86769798e-07 
 1.12128000e-05  5.21280000e+00  1.12128000e-05 -1.86779061e-07 
 1.12228000e-05  5.22280000e+00  1.12228000e-05 -1.86788323e-07 
 1.12328000e-05  5.23280000e+00  1.12328000e-05 -1.86797565e-07 
 1.12428000e-05  5.24280000e+00  1.12428000e-05 -1.86806807e-07 
 1.12528000e-05  5.25280000e+00  1.12528000e-05 -1.86816028e-07 
 1.12628000e-05  5.26280000e+00  1.12628000e-05 -1.86825249e-07 
 1.12728000e-05  5.27280000e+00  1.12728000e-05 -1.86834449e-07 
 1.12828000e-05  5.28280000e+00  1.12828000e-05 -1.86843649e-07 
 1.12928000e-05  5.29280000e+00  1.12928000e-05 -1.86852828e-07 
 1.13028000e-05  5.30280000e+00  1.13028000e-05 -1.86862007e-07 
 1.13128000e-05  5.31280000e+00  1.13128000e-05 -1.86871166e-07 
 1.13228000e-05  5.32280000e+00  1.13228000e-05 -1.86880324e-07 
 1.13328000e-05  5.33280000e+00  1.13328000e-05 -1.86889461e-07 
 1.13428000e-05  5.34280000e+00  1.13428000e-05 -1.86898598e-07 
 1.13528000e-05  5.35280000e+00  1.13528000e-05 -1.86907715e-07 
 1.13628000e-05  5.36280000e+00  1.13628000e-05 -1.86916831e-07 
 1.13728000e-05  5.37280000e+00  1.13728000e-05 -1.86925926e-07 
 1.13828000e-05  5.38280000e+00  1.13828000e-05 -1.86935021e-07 
 1.13928000e-05  5.39280000e+00  1.13928000e-05 -1.86944095e-07 
 1.14028000e-05  5.40280000e+00  1.14028000e-05 -1.86953169e-07 
 1.14128000e-05  5.41280000e+00  1.14128000e-05 -1.86962223e-07 
 1.14228000e-05  5.42280000e+00  1.14228000e-05 -1.86971276e-07 
 1.14328000e-05  5.43280000e+00  1.14328000e-05 -1.86980308e-07 
 1.14428000e-05  5.44280000e+00  1.14428000e-05 -1.86989339e-07 
 1.14528000e-05  5.45280000e+00  1.14528000e-05 -1.86998350e-07 
 1.14628000e-05  5.46280000e+00  1.14628000e-05 -1.87007361e-07 
 1.14728000e-05  5.47280000e+00  1.14728000e-05 -1.87016351e-07 
 1.14828000e-05  5.48280000e+00  1.14828000e-05 -1.87025340e-07 
 1.14928000e-05  5.49280000e+00  1.14928000e-05 -1.87034309e-07 
 1.15028000e-05  5.50280000e+00  1.15028000e-05 -1.87043277e-07 
 1.15128000e-05  5.51280000e+00  1.15128000e-05 -1.87052225e-07 
 1.15228000e-05  5.52280000e+00  1.15228000e-05 -1.87061171e-07 
 1.15328000e-05  5.53280000e+00  1.15328000e-05 -1.87070098e-07 
 1.15428000e-05  5.54280000e+00  1.15428000e-05 -1.87079023e-07 
 1.15528000e-05  5.55280000e+00  1.15528000e-05 -1.87087928e-07 
 1.15628000e-05  5.56280000e+00  1.15628000e-05 -1.87096833e-07 
 1.15728000e-05  5.57280000e+00  1.15728000e-05 -1.87105716e-07 
 1.15828000e-05  5.58280000e+00  1.15828000e-05 -1.87114599e-07 
 1.15928000e-05  5.59280000e+00  1.15928000e-05 -1.87123462e-07 
 1.16028000e-05  5.60280000e+00  1.16028000e-05 -1.87132323e-07 
 1.16128000e-05  5.61280000e+00  1.16128000e-05 -1.87141164e-07 
 1.16228000e-05  5.62280000e+00  1.16228000e-05 -1.87150005e-07 
 1.16328000e-05  5.63280000e+00  1.16328000e-05 -1.87158824e-07 
 1.16428000e-05  5.64280000e+00  1.16428000e-05 -1.87167643e-07 
 1.16528000e-05  5.65280000e+00  1.16528000e-05 -1.87176441e-07 
 1.16628000e-05  5.66280000e+00  1.16628000e-05 -1.87185239e-07 
 1.16728000e-05  5.67280000e+00  1.16728000e-05 -1.87194015e-07 
 1.16828000e-05  5.68280000e+00  1.16828000e-05 -1.87202791e-07 
 1.16928000e-05  5.69280000e+00  1.16928000e-05 -1.87211547e-07 
 1.17028000e-05  5.70280000e+00  1.17028000e-05 -1.87220301e-07 
 1.17128000e-05  5.71280000e+00  1.17128000e-05 -1.87229035e-07 
 1.17228000e-05  5.72280000e+00  1.17228000e-05 -1.87237768e-07 
 1.17328000e-05  5.73280000e+00  1.17328000e-05 -1.87246480e-07 
 1.17428000e-05  5.74280000e+00  1.17428000e-05 -1.87255192e-07 
 1.17528000e-05  5.75280000e+00  1.17528000e-05 -1.87263882e-07 
 1.17628000e-05  5.76280000e+00  1.17628000e-05 -1.87272573e-07 
 1.17728000e-05  5.77280000e+00  1.17728000e-05 -1.87281242e-07 
 1.17828000e-05  5.78280000e+00  1.17828000e-05 -1.87289910e-07 
 1.17928000e-05  5.79280000e+00  1.17928000e-05 -1.87298558e-07 
 1.18028000e-05  5.80280000e+00  1.18028000e-05 -1.87307205e-07 
 1.18128000e-05  5.81280000e+00  1.18128000e-05 -1.87315830e-07 
 1.18228000e-05  5.82280000e+00  1.18228000e-05 -1.87324456e-07 
 1.18328000e-05  5.83280000e+00  1.18328000e-05 -1.87333060e-07 
 1.18428000e-05  5.84280000e+00  1.18428000e-05 -1.87341664e-07 
 1.18528000e-05  5.85280000e+00  1.18528000e-05 -1.87350246e-07 
 1.18628000e-05  5.86280000e+00  1.18628000e-05 -1.87358828e-07 
 1.18728000e-05  5.87280000e+00  1.18728000e-05 -1.87367389e-07 
 1.18828000e-05  5.88280000e+00  1.18828000e-05 -1.87375950e-07 
 1.18928000e-05  5.89280000e+00  1.18928000e-05 -1.87384489e-07 
 1.19028000e-05  5.90280000e+00  1.19028000e-05 -1.87393027e-07 
 1.19128000e-05  5.91280000e+00  1.19128000e-05 -1.87401545e-07 
 1.19228000e-05  5.92280000e+00  1.19228000e-05 -1.87410062e-07 
 1.19328000e-05  5.93280000e+00  1.19328000e-05 -1.87418558e-07 
 1.19428000e-05  5.94280000e+00  1.19428000e-05 -1.87427053e-07 
 1.19528000e-05  5.95280000e+00  1.19528000e-05 -1.87435527e-07 
 1.19628000e-05  5.96280000e+00  1.19628000e-05 -1.87444000e-07 
 1.19728000e-05  5.97280000e+00  1.19728000e-05 -1.87452453e-07 
 1.19828000e-05  5.98280000e+00  1.19828000e-05 -1.87460904e-07 
 1.19914000e-05  5.99140000e+00  1.19914000e-05 -1.87469335e-07 
 1.20000000e-05  6.00000000e+00  1.20000000e-05 -1.87476586e-07 
