 0.00000000e+00 -8.27604651e-12  0.00000000e+00 -4.36397585e-11  0.00000000e+00 -3.37112005e-11 
 1.33370862e-04 -8.27604651e-12  1.33370862e-04 -4.71391814e-11  1.33370862e-04 -3.37112005e-11 
 1.33420862e-04 -8.27604651e-12  1.33420862e-04 -4.71320760e-11  1.33420862e-04 -3.37112560e-11 
 1.33470862e-04 -8.27604651e-12  1.33470862e-04 -4.71231942e-11  1.33470862e-04 -3.37112005e-11 
 1.33520862e-04 -8.27604651e-12  1.33520862e-04 -4.71125361e-11  1.33520862e-04 -3.37112560e-11 
 1.33570862e-04 -8.27604651e-12  1.33570862e-04 -4.71036543e-11  1.33570862e-04 -3.37112005e-11 
 1.33620862e-04 -8.27604651e-12  1.33620862e-04 -4.70965489e-11  1.33620862e-04 -3.37112560e-11 
 1.33670862e-04 -8.27604651e-12  1.33670862e-04 -4.70858907e-11  1.33670862e-04 -3.37112560e-11 
 1.33720862e-04 -8.27604651e-12  1.33720862e-04 -4.70787853e-11  1.33720862e-04 -3.37112005e-11 
 1.33770862e-04 -8.27604651e-12  1.33770862e-04 -4.70699035e-11  1.33770862e-04 -3.37112005e-11 
 1.33820862e-04 -8.27604651e-12  1.33820862e-04 -4.70592454e-11  1.33820862e-04 -3.37112005e-11 
 1.33870862e-04 -8.27604651e-12  1.33870862e-04 -4.70503636e-11  1.33870862e-04 -3.37112560e-11 
 1.33920862e-04 -8.27604651e-12  1.33920862e-04 -4.70414818e-11  1.33920862e-04 -3.37112005e-11 
 1.33970862e-04 -8.27604651e-12  1.33970862e-04 -4.70326000e-11  1.33970862e-04 -3.37112005e-11 
 1.34020862e-04 -8.27604651e-12  1.34020862e-04 -4.70254946e-11  1.34020862e-04 -3.37112005e-11 
 1.34070862e-04 -8.27604651e-12  1.34070862e-04 -4.70183892e-11  1.34070862e-04 -3.37112560e-11 
 1.34120862e-04 -8.27604651e-12  1.34120862e-04 -4.70077310e-11  1.34120862e-04 -3.37112560e-11 
 1.34170862e-04 -8.27604651e-12  1.34170862e-04 -4.69988493e-11  1.34170862e-04 -3.37112005e-11 
 1.34220862e-04 -8.27604651e-12  1.34220862e-04 -4.69935202e-11  1.34220862e-04 -3.37112560e-11 
 1.34270862e-04 -8.27604651e-12  1.34270862e-04 -4.69810857e-11  1.34270862e-04 -3.37112560e-11 
 1.34320862e-04 -8.27604651e-12  1.34320862e-04 -4.69722039e-11  1.34320862e-04 -3.37112005e-11 
 1.34370862e-04 -8.27604651e-12  1.34370862e-04 -4.69650985e-11  1.34370862e-04 -3.37112005e-11 
 1.34420862e-04 -8.27604651e-12  1.34420862e-04 -4.69562167e-11  1.34420862e-04 -3.37112005e-11 
 1.34470862e-04 -8.27604651e-12  1.34470862e-04 -4.69473349e-11  1.34470862e-04 -3.37112005e-11 
 1.34520862e-04 -8.27604651e-12  1.34520862e-04 -4.69402295e-11  1.34520862e-04 -3.37112560e-11 
 1.34570862e-04 -8.27604651e-12  1.34570862e-04 -4.69295713e-11  1.34570862e-04 -3.37112005e-11 
 1.34620862e-04 -8.27604651e-12  1.34620862e-04 -4.69224659e-11  1.34620862e-04 -3.37112560e-11 
 1.34670862e-04 -8.27604651e-12  1.34670862e-04 -4.69153605e-11  1.34670862e-04 -3.37112560e-11 
 1.34720862e-04 -8.27604651e-12  1.34720862e-04 -4.69029260e-11  1.34720862e-04 -3.37112560e-11 
 1.34770862e-04 -8.27604651e-12  1.34770862e-04 -4.68958206e-11  1.34770862e-04 -3.37112560e-11 
 1.34820862e-04 -8.27604651e-12  1.34820862e-04 -4.68869388e-11  1.34820862e-04 -3.37112005e-11 
 1.34870862e-04 -8.27604651e-12  1.34870862e-04 -4.68798333e-11  1.34870862e-04 -3.37112005e-11 
 1.34920862e-04 -8.27604651e-12  1.34920862e-04 -4.68727279e-11  1.34920862e-04 -3.37112005e-11 
 1.34970862e-04 -8.27604651e-12  1.34970862e-04 -4.68638461e-11  1.34970862e-04 -3.37112005e-11 
 1.35020862e-04 -8.27604651e-12  1.35020862e-04 -4.68549644e-11  1.35020862e-04 -3.37112560e-11 
 1.35070862e-04 -8.27604651e-12  1.35070862e-04 -4.68460826e-11  1.35070862e-04 -3.37112560e-11 
 1.35120862e-04 -8.27604651e-12  1.35120862e-04 -4.68389771e-11  1.35120862e-04 -3.37111450e-11 
 1.35170862e-04 -8.27604651e-12  1.35170862e-04 -4.68283190e-11  1.35170862e-04 -3.37112560e-11 
 1.35220862e-04 -8.27604651e-12  1.35220862e-04 -4.68212136e-11  1.35220862e-04 -3.37112005e-11 
 1.35270862e-04 -8.27604651e-12  1.35270862e-04 -4.68141081e-11  1.35270862e-04 -3.37112005e-11 
 1.35320862e-04 -8.27604651e-12  1.35320862e-04 -4.68052264e-11  1.35320862e-04 -3.37112005e-11 
 1.35370862e-04 -8.27604651e-12  1.35370862e-04 -4.67981209e-11  1.35370862e-04 -3.37112560e-11 
 1.35420862e-04 -8.27604651e-12  1.35420862e-04 -4.67892391e-11  1.35420862e-04 -3.37112560e-11 
 1.35470862e-04 -8.27604651e-12  1.35470862e-04 -4.67839101e-11  1.35470862e-04 -3.37112005e-11 
 1.35520862e-04 -8.27604651e-12  1.35520862e-04 -4.67732519e-11  1.35520862e-04 -3.37111450e-11 
 1.35570862e-04 -8.27604651e-12  1.35570862e-04 -4.67643702e-11  1.35570862e-04 -3.37112560e-11 
 1.35620862e-04 -8.27604651e-12  1.35620862e-04 -4.67572647e-11  1.35620862e-04 -3.37112005e-11 
 1.35670862e-04 -8.27604651e-12  1.35670862e-04 -4.67483829e-11  1.35670862e-04 -3.37112005e-11 
 1.35720862e-04 -8.27604651e-12  1.35720862e-04 -4.67430539e-11  1.35720862e-04 -3.37112560e-11 
 1.35770862e-04 -8.27604651e-12  1.35770862e-04 -4.67341721e-11  1.35770862e-04 -3.37112005e-11 
 1.35820862e-04 -8.27604651e-12  1.35820862e-04 -4.67270667e-11  1.35820862e-04 -3.37112005e-11 
 1.35870862e-04 -8.27604651e-12  1.35870862e-04 -4.67181849e-11  1.35870862e-04 -3.37112560e-11 
 1.35920862e-04 -8.27604651e-12  1.35920862e-04 -4.67110794e-11  1.35920862e-04 -3.37112005e-11 
 1.35970862e-04 -8.27604651e-12  1.35970862e-04 -4.67021977e-11  1.35970862e-04 -3.37112005e-11 
 1.36020862e-04 -8.27604651e-12  1.36020862e-04 -4.66933159e-11  1.36020862e-04 -3.37112005e-11 
 1.36070862e-04 -8.27604651e-12  1.36070862e-04 -4.66844341e-11  1.36070862e-04 -3.37111450e-11 
 1.36120862e-04 -8.27604651e-12  1.36120862e-04 -4.66791050e-11  1.36120862e-04 -3.37112005e-11 
 1.36170862e-04 -8.27604651e-12  1.36170862e-04 -4.66702232e-11  1.36170862e-04 -3.37112005e-11 
 1.36220862e-04 -8.27604651e-12  1.36220862e-04 -4.66631178e-11  1.36220862e-04 -3.37112560e-11 
 1.36270862e-04 -8.27604651e-12  1.36270862e-04 -4.66560124e-11  1.36270862e-04 -3.37112005e-11 
 1.36320862e-04 -8.27604651e-12  1.36320862e-04 -4.66471306e-11  1.36320862e-04 -3.37111450e-11 
 1.36370862e-04 -8.27604651e-12  1.36370862e-04 -4.66400252e-11  1.36370862e-04 -3.37112005e-11 
 1.36420862e-04 -8.27604651e-12  1.36420862e-04 -4.66311434e-11  1.36420862e-04 -3.37112005e-11 
 1.36470862e-04 -8.27604651e-12  1.36470862e-04 -4.66258143e-11  1.36470862e-04 -3.37112005e-11 
 1.36520862e-04 -8.27604651e-12  1.36520862e-04 -4.66151562e-11  1.36520862e-04 -3.37112560e-11 
 1.36570862e-04 -8.27604651e-12  1.36570862e-04 -4.66098271e-11  1.36570862e-04 -3.37111450e-11 
 1.36620862e-04 -8.27604651e-12  1.36620862e-04 -4.66009453e-11  1.36620862e-04 -3.37112005e-11 
 1.36670862e-04 -8.27604651e-12  1.36670862e-04 -4.65938399e-11  1.36670862e-04 -3.37112560e-11 
 1.36720862e-04 -8.27604651e-12  1.36720862e-04 -4.65849581e-11  1.36720862e-04 -3.37111450e-11 
 1.36770862e-04 -8.27604651e-12  1.36770862e-04 -4.65796290e-11  1.36770862e-04 -3.37113115e-11 
 1.36820862e-04 -8.27604651e-12  1.36820862e-04 -4.65725236e-11  1.36820862e-04 -3.37112560e-11 
 1.36870862e-04 -8.27604651e-12  1.36870862e-04 -4.65636418e-11  1.36870862e-04 -3.37112560e-11 
 1.36920862e-04 -8.27604651e-12  1.36920862e-04 -4.65547600e-11  1.36920862e-04 -3.37112560e-11 
 1.36970862e-04 -8.27604651e-12  1.36970862e-04 -4.65494310e-11  1.36970862e-04 -3.37112005e-11 
 1.37020862e-04 -8.27604651e-12  1.37020862e-04 -4.65405492e-11  1.37020862e-04 -3.37112560e-11 
 1.37070862e-04 -8.27604651e-12  1.37070862e-04 -4.65334438e-11  1.37070862e-04 -3.37112560e-11 
 1.37120862e-04 -8.27604651e-12  1.37120862e-04 -4.65281147e-11  1.37120862e-04 -3.37112005e-11 
 1.37170862e-04 -8.27604651e-12  1.37170862e-04 -4.65210093e-11  1.37170862e-04 -3.37112560e-11 
 1.37220862e-04 -8.27604651e-12  1.37220862e-04 -4.65103511e-11  1.37220862e-04 -3.37112005e-11 
 1.37270862e-04 -8.27604651e-12  1.37270862e-04 -4.65050221e-11  1.37270862e-04 -3.37112005e-11 
 1.37320862e-04 -8.27604651e-12  1.37320862e-04 -4.64961403e-11  1.37320862e-04 -3.37112005e-11 
 1.37370862e-04 -8.27604651e-12  1.37370862e-04 -4.64908112e-11  1.37370862e-04 -3.37112560e-11 
 1.37420862e-04 -8.27604651e-12  1.37420862e-04 -4.64819294e-11  1.37420862e-04 -3.37112005e-11 
 1.37470862e-04 -8.27604651e-12  1.37470862e-04 -4.64766003e-11  1.37470862e-04 -3.37112560e-11 
 1.37520862e-04 -8.27604651e-12  1.37520862e-04 -4.64677186e-11  1.37520862e-04 -3.37111450e-11 
 1.37570862e-04 -8.27604651e-12  1.37570862e-04 -4.64606131e-11  1.37570862e-04 -3.37112005e-11 
 1.37620862e-04 -8.27604651e-12  1.37620862e-04 -4.64535077e-11  1.37620862e-04 -3.37112005e-11 
 1.37670862e-04 -8.27604651e-12  1.37670862e-04 -4.64481786e-11  1.37670862e-04 -3.37112005e-11 
 1.37720862e-04 -8.27604651e-12  1.37720862e-04 -4.64375205e-11  1.37720862e-04 -3.37112005e-11 
 1.37770862e-04 -8.27604651e-12  1.37770862e-04 -4.64321914e-11  1.37770862e-04 -3.37112005e-11 
 1.37820862e-04 -8.27604651e-12  1.37820862e-04 -4.64250860e-11  1.37820862e-04 -3.37112560e-11 
 1.37870862e-04 -8.27604651e-12  1.37870862e-04 -4.64179806e-11  1.37870862e-04 -3.37112005e-11 
 1.37920862e-04 -8.27604651e-12  1.37920862e-04 -4.64090988e-11  1.37920862e-04 -3.37112560e-11 
 1.37970862e-04 -8.27604651e-12  1.37970862e-04 -4.64019934e-11  1.37970862e-04 -3.37112005e-11 
 1.38020862e-04 -8.27604651e-12  1.38020862e-04 -4.63966643e-11  1.38020862e-04 -3.37112560e-11 
 1.38070862e-04 -8.27604651e-12  1.38070862e-04 -4.63895589e-11  1.38070862e-04 -3.37112560e-11 
 1.38120862e-04 -8.27604651e-12  1.38120862e-04 -4.63824534e-11  1.38120862e-04 -3.37111450e-11 
 1.38170862e-04 -8.27604651e-12  1.38170862e-04 -4.63753480e-11  1.38170862e-04 -3.37112005e-11 
 1.38220862e-04 -8.27604651e-12  1.38220862e-04 -4.63700189e-11  1.38220862e-04 -3.37111450e-11 
 1.38270862e-04 -8.27604651e-12  1.38270862e-04 -4.63629135e-11  1.38270862e-04 -3.37112560e-11 
 1.38320862e-04 -8.27604651e-12  1.38320862e-04 -4.63540317e-11  1.38320862e-04 -3.37112005e-11 
 1.38370862e-04 -8.27604651e-12  1.38370862e-04 -4.63469263e-11  1.38370862e-04 -3.37112560e-11 
 1.38420862e-04 -8.27604651e-12  1.38420862e-04 -4.63415972e-11  1.38420862e-04 -3.37112560e-11 
 1.38470862e-04 -8.27604651e-12  1.38470862e-04 -4.63327154e-11  1.38470862e-04 -3.37112560e-11 
 1.38520862e-04 -8.27604651e-12  1.38520862e-04 -4.63273864e-11  1.38520862e-04 -3.37112005e-11 
 1.38570862e-04 -8.27604651e-12  1.38570862e-04 -4.63202809e-11  1.38570862e-04 -3.37112560e-11 
 1.38620862e-04 -8.27604651e-12  1.38620862e-04 -4.63131755e-11  1.38620862e-04 -3.37112005e-11 
 1.38670862e-04 -8.27604651e-12  1.38670862e-04 -4.63042937e-11  1.38670862e-04 -3.37112560e-11 
 1.38720862e-04 -8.27604651e-12  1.38720862e-04 -4.62989647e-11  1.38720862e-04 -3.37112005e-11 
 1.38770862e-04 -8.27604651e-12  1.38770862e-04 -4.62936356e-11  1.38770862e-04 -3.37112005e-11 
 1.38820862e-04 -8.27604651e-12  1.38820862e-04 -4.62865302e-11  1.38820862e-04 -3.37112560e-11 
 1.38870862e-04 -8.27604651e-12  1.38870862e-04 -4.62794247e-11  1.38870862e-04 -3.37112005e-11 
 1.38920862e-04 -8.27604651e-12  1.38920862e-04 -4.62723193e-11  1.38920862e-04 -3.37111450e-11 
 1.38970862e-04 -8.27604651e-12  1.38970862e-04 -4.62652139e-11  1.38970862e-04 -3.37112005e-11 
 1.39020862e-04 -8.27604651e-12  1.39020862e-04 -4.62598848e-11  1.39020862e-04 -3.37111450e-11 
 1.39070862e-04 -8.27604651e-12  1.39070862e-04 -4.62510030e-11  1.39070862e-04 -3.37112560e-11 
 1.39120862e-04 -8.27604651e-12  1.39120862e-04 -4.62456740e-11  1.39120862e-04 -3.37112005e-11 
 1.39170862e-04 -8.27604651e-12  1.39170862e-04 -4.62385685e-11  1.39170862e-04 -3.37112560e-11 
 1.39220862e-04 -8.27604651e-12  1.39220862e-04 -4.62350158e-11  1.39220862e-04 -3.37112005e-11 
 1.39270862e-04 -8.27604651e-12  1.39270862e-04 -4.62261340e-11  1.39270862e-04 -3.37112005e-11 
 1.39320862e-04 -8.27604651e-12  1.39320862e-04 -4.62190286e-11  1.39320862e-04 -3.37112005e-11 
 1.39370862e-04 -8.27604651e-12  1.39370862e-04 -4.62136995e-11  1.39370862e-04 -3.37112005e-11 
 1.39420862e-04 -8.27604651e-12  1.39420862e-04 -4.62065941e-11  1.39420862e-04 -3.37112005e-11 
 1.39470862e-04 -8.27604651e-12  1.39470862e-04 -4.61994887e-11  1.39470862e-04 -3.37112005e-11 
 1.39520862e-04 -8.27604651e-12  1.39520862e-04 -4.61923833e-11  1.39520862e-04 -3.37112005e-11 
 1.39570862e-04 -8.27604651e-12  1.39570862e-04 -4.61852778e-11  1.39570862e-04 -3.37112005e-11 
 1.39620862e-04 -8.27604651e-12  1.39620862e-04 -4.61799488e-11  1.39620862e-04 -3.37112560e-11 
 1.39670862e-04 -8.27604651e-12  1.39670862e-04 -4.61728433e-11  1.39670862e-04 -3.37112005e-11 
 1.39720862e-04 -8.27604651e-12  1.39720862e-04 -4.61675143e-11  1.39720862e-04 -3.37112005e-11 
 1.39770862e-04 -8.27604651e-12  1.39770862e-04 -4.61604088e-11  1.39770862e-04 -3.37112560e-11 
 1.39820862e-04 -8.27604651e-12  1.39820862e-04 -4.61568561e-11  1.39820862e-04 -3.37112560e-11 
 1.39870862e-04 -8.27604651e-12  1.39870862e-04 -4.61461980e-11  1.39870862e-04 -3.37112560e-11 
 1.39920862e-04 -8.27604651e-12  1.39920862e-04 -4.61390925e-11  1.39920862e-04 -3.37112560e-11 
 1.39970862e-04 -8.27604651e-12  1.39970862e-04 -4.61355398e-11  1.39970862e-04 -3.37112560e-11 
 1.40020862e-04 -8.27604651e-12  1.40020862e-04 -4.61284344e-11  1.40020862e-04 -3.37112560e-11 
 1.40070862e-04 -8.27604651e-12  1.40070862e-04 -4.61213290e-11  1.40070862e-04 -3.37112005e-11 
 1.40120862e-04 -8.27604651e-12  1.40120862e-04 -4.61159999e-11  1.40120862e-04 -3.37112560e-11 
 1.40170862e-04 -8.27604651e-12  1.40170862e-04 -4.61088945e-11  1.40170862e-04 -3.37112005e-11 
 1.40220862e-04 -8.27604651e-12  1.40220862e-04 -4.61035654e-11  1.40220862e-04 -3.37112005e-11 
 1.40270862e-04 -8.27604651e-12  1.40270862e-04 -4.60946836e-11  1.40270862e-04 -3.37112005e-11 
 1.40320862e-04 -8.27604651e-12  1.40320862e-04 -4.60929073e-11  1.40320862e-04 -3.37112005e-11 
 1.40370862e-04 -8.27604651e-12  1.40370862e-04 -4.60840255e-11  1.40370862e-04 -3.37112005e-11 
 1.40420862e-04 -8.27604651e-12  1.40420862e-04 -4.60769201e-11  1.40420862e-04 -3.37111450e-11 
 1.40470862e-04 -8.27604651e-12  1.40470862e-04 -4.60733673e-11  1.40470862e-04 -3.37112560e-11 
 1.40520862e-04 -8.27604651e-12  1.40520862e-04 -4.60644856e-11  1.40520862e-04 -3.37112005e-11 
 1.40570862e-04 -8.27604651e-12  1.40570862e-04 -4.60609328e-11  1.40570862e-04 -3.37112005e-11 
 1.40620862e-04 -8.27604651e-12  1.40620862e-04 -4.60538274e-11  1.40620862e-04 -3.37112560e-11 
 1.40670862e-04 -8.27604651e-12  1.40670862e-04 -4.60449456e-11  1.40670862e-04 -3.37112005e-11 
 1.40720862e-04 -8.27604651e-12  1.40720862e-04 -4.60413929e-11  1.40720862e-04 -3.37111450e-11 
 1.40770862e-04 -8.27604651e-12  1.40770862e-04 -4.60342875e-11  1.40770862e-04 -3.37112005e-11 
 1.40820862e-04 -8.27604651e-12  1.40820862e-04 -4.60289584e-11  1.40820862e-04 -3.37112005e-11 
 1.40870862e-04 -8.27604651e-12  1.40870862e-04 -4.60218530e-11  1.40870862e-04 -3.37112005e-11 
 1.40920862e-04 -8.27604651e-12  1.40920862e-04 -4.60165239e-11  1.40920862e-04 -3.37111450e-11 
 1.40970862e-04 -8.27604651e-12  1.40970862e-04 -4.60111949e-11  1.40970862e-04 -3.37112005e-11 
 1.41020862e-04 -8.27604651e-12  1.41020862e-04 -4.60040894e-11  1.41020862e-04 -3.37111450e-11 
 1.41070862e-04 -8.27604651e-12  1.41070862e-04 -4.60005367e-11  1.41070862e-04 -3.37112560e-11 
 1.41120862e-04 -8.27604651e-12  1.41120862e-04 -4.59916549e-11  1.41120862e-04 -3.37112005e-11 
 1.41170862e-04 -8.27604651e-12  1.41170862e-04 -4.59845495e-11  1.41170862e-04 -3.37112005e-11 
 1.41220862e-04 -8.27604651e-12  1.41220862e-04 -4.59792204e-11  1.41220862e-04 -3.37112005e-11 
 1.41270862e-04 -8.27604651e-12  1.41270862e-04 -4.59738914e-11  1.41270862e-04 -3.37112560e-11 
 1.41320862e-04 -8.27604651e-12  1.41320862e-04 -4.59667859e-11  1.41320862e-04 -3.37111450e-11 
 1.41370862e-04 -8.27604651e-12  1.41370862e-04 -4.59650096e-11  1.41370862e-04 -3.37112005e-11 
 1.41420862e-04 -8.27604651e-12  1.41420862e-04 -4.59561278e-11  1.41420862e-04 -3.37112560e-11 
 1.41470862e-04 -8.27604651e-12  1.41470862e-04 -4.59507987e-11  1.41470862e-04 -3.37112560e-11 
 1.41520862e-04 -8.27604651e-12  1.41520862e-04 -4.59472460e-11  1.41520862e-04 -3.37112005e-11 
 1.41570862e-04 -8.27604651e-12  1.41570862e-04 -4.59383642e-11  1.41570862e-04 -3.37112560e-11 
 1.41620862e-04 -8.27604651e-12  1.41620862e-04 -4.59330352e-11  1.41620862e-04 -3.37112560e-11 
 1.41670862e-04 -8.27604651e-12  1.41670862e-04 -4.59277061e-11  1.41670862e-04 -3.37112560e-11 
 1.41720862e-04 -8.27604651e-12  1.41720862e-04 -4.59206007e-11  1.41720862e-04 -3.37112560e-11 
 1.41770862e-04 -8.27604651e-12  1.41770862e-04 -4.59134952e-11  1.41770862e-04 -3.37112005e-11 
 1.41820862e-04 -8.27604651e-12  1.41820862e-04 -4.59099425e-11  1.41820862e-04 -3.37112005e-11 
 1.41870862e-04 -8.27604651e-12  1.41870862e-04 -4.59028371e-11  1.41870862e-04 -3.37111450e-11 
 1.41920862e-04 -8.27604651e-12  1.41920862e-04 -4.58975080e-11  1.41920862e-04 -3.37112560e-11 
 1.41970862e-04 -8.27604651e-12  1.41970862e-04 -4.58921789e-11  1.41970862e-04 -3.37112005e-11 
 1.42020862e-04 -8.27604651e-12  1.42020862e-04 -4.58850735e-11  1.42020862e-04 -3.37112560e-11 
 1.42070862e-04 -8.27604651e-12  1.42070862e-04 -4.58832972e-11  1.42070862e-04 -3.37112560e-11 
 1.42120862e-04 -8.27604651e-12  1.42120862e-04 -4.58744154e-11  1.42120862e-04 -3.37112560e-11 
 1.42170862e-04 -8.27604651e-12  1.42170862e-04 -4.58690863e-11  1.42170862e-04 -3.37112560e-11 
 1.42220862e-04 -8.27604651e-12  1.42220862e-04 -4.58637572e-11  1.42220862e-04 -3.37112005e-11 
 1.42270862e-04 -8.27604651e-12  1.42270862e-04 -4.58566518e-11  1.42270862e-04 -3.37112005e-11 
 1.42320862e-04 -8.27604651e-12  1.42320862e-04 -4.58513227e-11  1.42320862e-04 -3.37112560e-11 
 1.42370862e-04 -8.27604651e-12  1.42370862e-04 -4.58477700e-11  1.42370862e-04 -3.37112560e-11 
 1.42420862e-04 -8.27604651e-12  1.42420862e-04 -4.58424410e-11  1.42420862e-04 -3.37112005e-11 
 1.42470862e-04 -8.27604651e-12  1.42470862e-04 -4.58353355e-11  1.42470862e-04 -3.37112005e-11 
 1.42520862e-04 -8.27604651e-12  1.42520862e-04 -4.58300065e-11  1.42520862e-04 -3.37111450e-11 
 1.42570862e-04 -8.27604651e-12  1.42570862e-04 -4.58264537e-11  1.42570862e-04 -3.37112005e-11 
 1.42620862e-04 -8.27604651e-12  1.42620862e-04 -4.58193483e-11  1.42620862e-04 -3.37112560e-11 
 1.42670862e-04 -8.27604651e-12  1.42670862e-04 -4.58122429e-11  1.42670862e-04 -3.37111450e-11 
 1.42720862e-04 -8.27604651e-12  1.42720862e-04 -4.58086902e-11  1.42720862e-04 -3.37112560e-11 
 1.42770862e-04 -8.27604651e-12  1.42770862e-04 -4.58015847e-11  1.42770862e-04 -3.37112005e-11 
 1.42820862e-04 -8.27604651e-12  1.42820862e-04 -4.57980320e-11  1.42820862e-04 -3.37111450e-11 
 1.42870862e-04 -8.27604651e-12  1.42870862e-04 -4.57927030e-11  1.42870862e-04 -3.37112005e-11 
 1.42920862e-04 -8.27604651e-12  1.42920862e-04 -4.57838212e-11  1.42920862e-04 -3.37111450e-11 
 1.42970862e-04 -8.27604651e-12  1.42970862e-04 -4.57802685e-11  1.42970862e-04 -3.37112005e-11 
 1.43020862e-04 -8.27604651e-12  1.43020862e-04 -4.57749394e-11  1.43020862e-04 -3.37112005e-11 
 1.43070862e-04 -8.27604651e-12  1.43070862e-04 -4.57696103e-11  1.43070862e-04 -3.37112005e-11 
 1.43120862e-04 -8.27604651e-12  1.43120862e-04 -4.57642813e-11  1.43120862e-04 -3.37111450e-11 
 1.43170862e-04 -8.27604651e-12  1.43170862e-04 -4.57571758e-11  1.43170862e-04 -3.37112005e-11 
 1.43220862e-04 -8.27604651e-12  1.43220862e-04 -4.57553995e-11  1.43220862e-04 -3.37112005e-11 
 1.43270862e-04 -8.27604651e-12  1.43270862e-04 -4.57482940e-11  1.43270862e-04 -3.37112005e-11 
 1.43320862e-04 -8.27604651e-12  1.43320862e-04 -4.57447413e-11  1.43320862e-04 -3.37111450e-11 
 1.43370862e-04 -8.27604651e-12  1.43370862e-04 -4.57376359e-11  1.43370862e-04 -3.37112005e-11 
 1.43420862e-04 -8.27604651e-12  1.43420862e-04 -4.57323068e-11  1.43420862e-04 -3.37111450e-11 
 1.43470862e-04 -8.27604651e-12  1.43470862e-04 -4.57269778e-11  1.43470862e-04 -3.37112560e-11 
 1.43520862e-04 -8.27604651e-12  1.43520862e-04 -4.57198723e-11  1.43520862e-04 -3.37112005e-11 
 1.43570862e-04 -8.27604651e-12  1.43570862e-04 -4.57145433e-11  1.43570862e-04 -3.37112005e-11 
 1.43620862e-04 -8.27604651e-12  1.43620862e-04 -4.57092142e-11  1.43620862e-04 -3.37112005e-11 
 1.43670862e-04 -8.27604651e-12  1.43670862e-04 -4.57038851e-11  1.43670862e-04 -3.37112005e-11 
 1.43720862e-04 -8.27604651e-12  1.43720862e-04 -4.56985561e-11  1.43720862e-04 -3.37112560e-11 
 1.43770862e-04 -8.27604651e-12  1.43770862e-04 -4.56950033e-11  1.43770862e-04 -3.37112560e-11 
 1.43820862e-04 -8.27604651e-12  1.43820862e-04 -4.56896743e-11  1.43820862e-04 -3.37111450e-11 
 1.43870862e-04 -8.27604651e-12  1.43870862e-04 -4.56825688e-11  1.43870862e-04 -3.37112005e-11 
 1.43920862e-04 -8.27604651e-12  1.43920862e-04 -4.56807925e-11  1.43920862e-04 -3.37112005e-11 
 1.43970862e-04 -8.27604651e-12  1.43970862e-04 -4.56736871e-11  1.43970862e-04 -3.37111450e-11 
 1.44020862e-04 -8.27604651e-12  1.44020862e-04 -4.56701343e-11  1.44020862e-04 -3.37112005e-11 
 1.44070862e-04 -8.27604651e-12  1.44070862e-04 -4.56648053e-11  1.44070862e-04 -3.37112560e-11 
 1.44120862e-04 -8.27604651e-12  1.44120862e-04 -4.56576998e-11  1.44120862e-04 -3.37112560e-11 
 1.44170862e-04 -8.27604651e-12  1.44170862e-04 -4.56523708e-11  1.44170862e-04 -3.37112005e-11 
 1.44220862e-04 -8.27604651e-12  1.44220862e-04 -4.56470417e-11  1.44220862e-04 -3.37112560e-11 
 1.44270862e-04 -8.27604651e-12  1.44270862e-04 -4.56434890e-11  1.44270862e-04 -3.37112005e-11 
 1.44320862e-04 -8.27604651e-12  1.44320862e-04 -4.56381599e-11  1.44320862e-04 -3.37112560e-11 
 1.44370862e-04 -8.27604651e-12  1.44370862e-04 -4.56328308e-11  1.44370862e-04 -3.37112005e-11 
 1.44420862e-04 -8.27604651e-12  1.44420862e-04 -4.56292781e-11  1.44420862e-04 -3.37112005e-11 
 1.44470862e-04 -8.27604651e-12  1.44470862e-04 -4.56239491e-11  1.44470862e-04 -3.37112005e-11 
 1.44520862e-04 -8.27604651e-12  1.44520862e-04 -4.56186200e-11  1.44520862e-04 -3.37112005e-11 
 1.44570862e-04 -8.27604651e-12  1.44570862e-04 -4.56150673e-11  1.44570862e-04 -3.37112560e-11 
 1.44620862e-04 -8.27604651e-12  1.44620862e-04 -4.56097382e-11  1.44620862e-04 -3.37112560e-11 
 1.44670862e-04 -8.27604651e-12  1.44670862e-04 -4.56008564e-11  1.44670862e-04 -3.37112005e-11 
 1.44720862e-04 -8.27604651e-12  1.44720862e-04 -4.55973037e-11  1.44720862e-04 -3.37112560e-11 
 1.44770862e-04 -8.27604651e-12  1.44770862e-04 -4.55937510e-11  1.44770862e-04 -3.37112560e-11 
 1.44820862e-04 -8.27604651e-12  1.44820862e-04 -4.55884219e-11  1.44820862e-04 -3.37112560e-11 
 1.44870862e-04 -8.27604651e-12  1.44870862e-04 -4.55830929e-11  1.44870862e-04 -3.37112005e-11 
 1.44920862e-04 -8.27604651e-12  1.44920862e-04 -4.55777638e-11  1.44920862e-04 -3.37112560e-11 
 1.44970862e-04 -8.27604651e-12  1.44970862e-04 -4.55724347e-11  1.44970862e-04 -3.37112005e-11 
 1.45020862e-04 -8.27604651e-12  1.45020862e-04 -4.55688820e-11  1.45020862e-04 -3.37112005e-11 
 1.45070862e-04 -8.27604651e-12  1.45070862e-04 -4.55635529e-11  1.45070862e-04 -3.37112005e-11 
 1.45120862e-04 -8.27604651e-12  1.45120862e-04 -4.55600002e-11  1.45120862e-04 -3.37112005e-11 
